lineup_ids,lineup_names,MINUTES
203458-1626147-1627761-1629016-1629121,A. Len-J. Anderson-D. Bembry-O. Spellman-J. Adams,3.0
203458-1626147-1627761-1629016-1629027,A. Len-J. Anderson-D. Bembry-O. Spellman-T. Young,3.0
203458-1627752-1627761-1628381-1628989,A. Len-T. Prince-D. Bembry-J. Collins-K. Huerter,3.0
203458-1627752-1627772-1629016-1629027,A. Len-T. Prince-D. Hamilton-O. Spellman-T. Young,3.0
1627761-1627816-1628381-1628989-1629027,D. Bembry-A. Poythress-J. Collins-K. Huerter-T. Young,3.0
203473-1627761-1627772-1628381-1629027,D. Dedmon-D. Bembry-D. Hamilton-J. Collins-T. Young,3.0
203473-1626147-1627761-1629121-1629168,D. Dedmon-J. Anderson-D. Bembry-J. Adams-B. Johnson,3.0
203473-1626147-1627761-1628989-1629016,D. Dedmon-J. Anderson-D. Bembry-K. Huerter-O. Spellman,3.0
203473-1626147-1627738-1628989-1629121,D. Dedmon-J. Anderson-D. Davis-K. Huerter-J. Adams,3.0
203473-1626147-1628381-1628989-1629121,D. Dedmon-J. Anderson-J. Collins-K. Huerter-J. Adams,3.0
1626147-1628381-1628989-1629016-1629027,J. Anderson-J. Collins-K. Huerter-O. Spellman-T. Young,3.0
202391-203458-1627772-1628381-1628989,J. Lin-A. Len-D. Hamilton-J. Collins-K. Huerter,3.0
202391-203458-1626147-1628416-1628989,J. Lin-A. Len-J. Anderson-T. Dorsey-K. Huerter,3.0
202391-203458-1628989-1629016-1629027,J. Lin-A. Len-K. Huerter-O. Spellman-T. Young,3.0
202391-1627761-1627816-1628989-1629121,J. Lin-D. Bembry-A. Poythress-K. Huerter-J. Adams,3.0
202391-1627761-1627772-1628381-1629016,J. Lin-D. Bembry-D. Hamilton-J. Collins-O. Spellman,3.0
202391-1627761-1627772-1628416-1629027,J. Lin-D. Bembry-D. Hamilton-T. Dorsey-T. Young,3.0
202391-1627761-1628381-1628989-1629016,J. Lin-D. Bembry-J. Collins-K. Huerter-O. Spellman,3.0
202391-1627761-1628381-1629016-1629027,J. Lin-D. Bembry-J. Collins-O. Spellman-T. Young,3.0
202391-203473-1627761-1628416-1629016,J. Lin-D. Dedmon-D. Bembry-T. Dorsey-O. Spellman,3.0
202391-203473-1626147-1627761-1628989,J. Lin-D. Dedmon-J. Anderson-D. Bembry-K. Huerter,3.0
202391-203473-1626147-1627761-1628416,J. Lin-D. Dedmon-J. Anderson-D. Bembry-T. Dorsey,3.0
202391-203473-1627752-1627761-1628381,J. Lin-D. Dedmon-T. Prince-D. Bembry-J. Collins,3.0
202391-203473-1627752-1627772-1629016,J. Lin-D. Dedmon-T. Prince-D. Hamilton-O. Spellman,3.0
202391-1626147-1627761-1628416-1629016,J. Lin-J. Anderson-D. Bembry-T. Dorsey-O. Spellman,3.0
202391-203145-203458-1627816-1629027,J. Lin-K. Bazemore-A. Len-A. Poythress-T. Young,3.0
202391-203145-203458-1627761-1627816,J. Lin-K. Bazemore-A. Len-D. Bembry-A. Poythress,3.0
202391-203145-203458-1628381-1629027,J. Lin-K. Bazemore-A. Len-J. Collins-T. Young,3.0
202391-203145-203458-1628989-1629016,J. Lin-K. Bazemore-A. Len-K. Huerter-O. Spellman,3.0
202391-203145-203473-1627752-1629027,J. Lin-K. Bazemore-D. Dedmon-T. Prince-T. Young,3.0
202391-203101-1627761-1628989-1629027,J. Lin-M. Plumlee-D. Bembry-K. Huerter-T. Young,3.0
202391-203101-1627761-1628416-1628989,J. Lin-M. Plumlee-D. Bembry-T. Dorsey-K. Huerter,3.0
202391-203101-1627772-1628416-1629016,J. Lin-M. Plumlee-D. Hamilton-T. Dorsey-O. Spellman,3.0
202391-203101-1626147-1628381-1628989,J. Lin-M. Plumlee-J. Anderson-J. Collins-K. Huerter,3.0
202391-203101-1628989-1629016-1629027,J. Lin-M. Plumlee-K. Huerter-O. Spellman-T. Young,3.0
202391-1628416-1628989-1629016-1629121,J. Lin-T. Dorsey-K. Huerter-O. Spellman-J. Adams,3.0
203145-203458-203473-1627761-1628989,K. Bazemore-A. Len-D. Dedmon-D. Bembry-K. Huerter,3.0
203145-203458-203473-1626147-1629121,K. Bazemore-A. Len-D. Dedmon-J. Anderson-J. Adams,3.0
203145-203458-1626147-1627761-1629016,K. Bazemore-A. Len-J. Anderson-D. Bembry-O. Spellman,3.0
203145-203458-1626147-1627738-1629121,K. Bazemore-A. Len-J. Anderson-D. Davis-J. Adams,3.0
203145-203458-1627752-1627761-1628381,K. Bazemore-A. Len-T. Prince-D. Bembry-J. Collins,3.0
203145-1627738-1627752-1627761-1629353,K. Bazemore-D. Davis-T. Prince-D. Bembry-I. Humphries,3.0
203145-203473-1627816-1628989-1629027,K. Bazemore-D. Dedmon-A. Poythress-K. Huerter-T. Young,3.0
203145-203473-1627761-1627816-1629027,K. Bazemore-D. Dedmon-D. Bembry-A. Poythress-T. Young,3.0
203145-203473-1627761-1628381-1628989,K. Bazemore-D. Dedmon-D. Bembry-J. Collins-K. Huerter,3.0
203145-203473-1627761-1629016-1629027,K. Bazemore-D. Dedmon-D. Bembry-O. Spellman-T. Young,3.0
203145-203473-1626147-1628381-1629027,K. Bazemore-D. Dedmon-J. Anderson-J. Collins-T. Young,3.0
203145-203473-1627752-1628381-1629121,K. Bazemore-D. Dedmon-T. Prince-J. Collins-J. Adams,3.0
203145-203473-1627752-1628989-1629027,K. Bazemore-D. Dedmon-T. Prince-K. Huerter-T. Young,3.0
203145-1626147-1627816-1628989-1629027,K. Bazemore-J. Anderson-A. Poythress-K. Huerter-T. Young,3.0
203145-1626147-1627761-1629121-1629353,K. Bazemore-J. Anderson-D. Bembry-J. Adams-I. Humphries,3.0
203145-1628381-1629016-1629027-1629121,K. Bazemore-J. Collins-O. Spellman-T. Young-J. Adams,3.0
203145-1627752-1627816-1629016-1629027,K. Bazemore-T. Prince-A. Poythress-O. Spellman-T. Young,3.0
203145-1627752-1627761-1628989-1629016,K. Bazemore-T. Prince-D. Bembry-K. Huerter-O. Spellman,3.0
203145-1627752-1628416-1629016-1629027,K. Bazemore-T. Prince-T. Dorsey-O. Spellman-T. Young,3.0
203101-203473-1627752-1628989-1629027,M. Plumlee-D. Dedmon-T. Prince-K. Huerter-T. Young,3.0
203101-203145-1627761-1627816-1628989,M. Plumlee-K. Bazemore-D. Bembry-A. Poythress-K. Huerter,3.0
203101-203145-1627752-1627761-1629027,M. Plumlee-K. Bazemore-T. Prince-D. Bembry-T. Young,3.0
203101-203145-1627752-1628381-1629027,M. Plumlee-K. Bazemore-T. Prince-J. Collins-T. Young,3.0
1627752-1627816-1628416-1629016-1629027,T. Prince-A. Poythress-T. Dorsey-O. Spellman-T. Young,3.0
1627752-1627761-1628381-1629016-1629027,T. Prince-D. Bembry-J. Collins-O. Spellman-T. Young,3.0
1627752-1628381-1628989-1629016-1629027,T. Prince-J. Collins-K. Huerter-O. Spellman-T. Young,3.0
1713-203458-1626147-1627761-1628416,V. Carter-A. Len-J. Anderson-D. Bembry-T. Dorsey,3.0
1713-203458-1626147-1627761-1629027,V. Carter-A. Len-J. Anderson-D. Bembry-T. Young,3.0
1713-203458-1627752-1628989-1629121,V. Carter-A. Len-T. Prince-K. Huerter-J. Adams,3.0
1713-1627761-1627816-1628989-1629027,V. Carter-D. Bembry-A. Poythress-K. Huerter-T. Young,3.0
1713-203473-1627761-1628381-1629027,V. Carter-D. Dedmon-D. Bembry-J. Collins-T. Young,3.0
1713-203473-1627761-1629016-1629121,V. Carter-D. Dedmon-D. Bembry-O. Spellman-J. Adams,3.0
1713-203473-1627761-1628416-1629027,V. Carter-D. Dedmon-D. Bembry-T. Dorsey-T. Young,3.0
1713-203473-1628416-1628989-1629027,V. Carter-D. Dedmon-T. Dorsey-K. Huerter-T. Young,3.0
1713-1626147-1627738-1627761-1629121,V. Carter-J. Anderson-D. Davis-D. Bembry-J. Adams,3.0
1713-1626147-1627738-1627752-1629121,V. Carter-J. Anderson-D. Davis-T. Prince-J. Adams,3.0
1713-1628381-1628416-1628989-1629027,V. Carter-J. Collins-T. Dorsey-K. Huerter-T. Young,3.0
1713-202391-203458-1627761-1629027,V. Carter-J. Lin-A. Len-D. Bembry-T. Young,3.0
1713-202391-203458-1626147-1629027,V. Carter-J. Lin-A. Len-J. Anderson-T. Young,3.0
1713-202391-1627761-1628989-1629016,V. Carter-J. Lin-D. Bembry-K. Huerter-O. Spellman,3.0
1713-202391-203473-1626147-1627761,V. Carter-J. Lin-D. Dedmon-J. Anderson-D. Bembry,3.0
1713-202391-1626147-1627816-1628989,V. Carter-J. Lin-J. Anderson-A. Poythress-K. Huerter,3.0
1713-202391-203145-203473-1628416,V. Carter-J. Lin-K. Bazemore-D. Dedmon-T. Dorsey,3.0
1713-202391-203145-1628381-1628989,V. Carter-J. Lin-K. Bazemore-J. Collins-K. Huerter,3.0
1713-202391-203101-1628989-1629027,V. Carter-J. Lin-M. Plumlee-K. Huerter-T. Young,3.0
1713-202391-203101-1627752-1627761,V. Carter-J. Lin-M. Plumlee-T. Prince-D. Bembry,3.0
1713-203145-203458-1629027-1629168,V. Carter-K. Bazemore-A. Len-T. Young-B. Johnson,3.0
1713-203145-1627761-1629016-1629121,V. Carter-K. Bazemore-D. Bembry-O. Spellman-J. Adams,3.0
1713-203145-1627738-1628989-1629121,V. Carter-K. Bazemore-D. Davis-K. Huerter-J. Adams,3.0
1713-203145-203473-1626147-1629027,V. Carter-K. Bazemore-D. Dedmon-J. Anderson-T. Young,3.0
1713-203145-1626147-1627761-1629016,V. Carter-K. Bazemore-J. Anderson-D. Bembry-O. Spellman,3.0
1713-203145-1628381-1628989-1629121,V. Carter-K. Bazemore-J. Collins-K. Huerter-J. Adams,3.0
1713-203145-1628381-1629016-1629027,V. Carter-K. Bazemore-J. Collins-O. Spellman-T. Young,3.0
203458-1627761-1628381-1629027-1629121,A. Len-D. Bembry-J. Collins-T. Young-J. Adams,2.0
203458-1627738-1627761-1628989-1629121,A. Len-D. Davis-D. Bembry-K. Huerter-J. Adams,2.0
203458-203473-1626147-1628989-1629027,A. Len-D. Dedmon-J. Anderson-K. Huerter-T. Young,2.0
203458-203473-1627752-1627761-1629027,A. Len-D. Dedmon-T. Prince-D. Bembry-T. Young,2.0
203458-1626147-1629027-1629121-1629353,A. Len-J. Anderson-T. Young-J. Adams-I. Humphries,2.0
203458-1627752-1627816-1628989-1629027,A. Len-T. Prince-A. Poythress-K. Huerter-T. Young,2.0
203458-1627752-1627816-1628416-1629027,A. Len-T. Prince-A. Poythress-T. Dorsey-T. Young,2.0
203458-1627752-1627772-1628381-1629027,A. Len-T. Prince-D. Hamilton-J. Collins-T. Young,2.0
203458-1627752-1628381-1628989-1629121,A. Len-T. Prince-J. Collins-K. Huerter-J. Adams,2.0
1627738-1627761-1628989-1629027-1629353,D. Davis-D. Bembry-K. Huerter-T. Young-I. Humphries,2.0
203473-1627761-1627816-1629027-1629168,D. Dedmon-D. Bembry-A. Poythress-T. Young-B. Johnson,2.0
203473-1627761-1628381-1628989-1629121,D. Dedmon-D. Bembry-J. Collins-K. Huerter-J. Adams,2.0
203473-1627761-1628416-1629016-1629027,D. Dedmon-D. Bembry-T. Dorsey-O. Spellman-T. Young,2.0
203473-1626147-1627761-1628381-1628989,D. Dedmon-J. Anderson-D. Bembry-J. Collins-K. Huerter,2.0
1626147-1627761-1628381-1629121-1629353,J. Anderson-D. Bembry-J. Collins-J. Adams-I. Humphries,2.0
1626147-1627761-1628989-1629016-1629121,J. Anderson-D. Bembry-K. Huerter-O. Spellman-J. Adams,2.0
1626147-1627738-1627761-1628381-1629027,J. Anderson-D. Davis-D. Bembry-J. Collins-T. Young,2.0
202391-203458-1627761-1627816-1628989,J. Lin-A. Len-D. Bembry-A. Poythress-K. Huerter,2.0
202391-203458-1627761-1627816-1628416,J. Lin-A. Len-D. Bembry-A. Poythress-T. Dorsey,2.0
202391-203458-1627761-1628381-1629027,J. Lin-A. Len-D. Bembry-J. Collins-T. Young,2.0
202391-203458-1627761-1628416-1629016,J. Lin-A. Len-D. Bembry-T. Dorsey-O. Spellman,2.0
202391-203458-1626147-1627772-1628989,J. Lin-A. Len-J. Anderson-D. Hamilton-K. Huerter,2.0
202391-203458-1626147-1627772-1628416,J. Lin-A. Len-J. Anderson-D. Hamilton-T. Dorsey,2.0
202391-203458-1626147-1628381-1628416,J. Lin-A. Len-J. Anderson-J. Collins-T. Dorsey,2.0
202391-203458-1627752-1627772-1628381,J. Lin-A. Len-T. Prince-D. Hamilton-J. Collins,2.0
202391-1627816-1628416-1628989-1629016,J. Lin-A. Poythress-T. Dorsey-K. Huerter-O. Spellman,2.0
202391-1627761-1627816-1628381-1628989,J. Lin-D. Bembry-A. Poythress-J. Collins-K. Huerter,2.0
202391-1627761-1627816-1628989-1629016,J. Lin-D. Bembry-A. Poythress-K. Huerter-O. Spellman,2.0
202391-1627761-1627816-1628416-1629016,J. Lin-D. Bembry-A. Poythress-T. Dorsey-O. Spellman,2.0
202391-203473-1626147-1627761-1628381,J. Lin-D. Dedmon-J. Anderson-D. Bembry-J. Collins,2.0
202391-203473-1626147-1627772-1628989,J. Lin-D. Dedmon-J. Anderson-D. Hamilton-K. Huerter,2.0
202391-203473-1626147-1628381-1629027,J. Lin-D. Dedmon-J. Anderson-J. Collins-T. Young,2.0
202391-203145-203458-1627816-1628989,J. Lin-K. Bazemore-A. Len-A. Poythress-K. Huerter,2.0
202391-203145-203458-1627752-1628381,J. Lin-K. Bazemore-A. Len-T. Prince-J. Collins,2.0
202391-203145-203473-1627761-1629016,J. Lin-K. Bazemore-D. Dedmon-D. Bembry-O. Spellman,2.0
202391-203145-203473-1627761-1629027,J. Lin-K. Bazemore-D. Dedmon-D. Bembry-T. Young,2.0
202391-203145-203473-1626147-1628381,J. Lin-K. Bazemore-D. Dedmon-J. Anderson-J. Collins,2.0
202391-203145-203473-1628381-1629027,J. Lin-K. Bazemore-D. Dedmon-J. Collins-T. Young,2.0
202391-203145-203473-1627752-1627761,J. Lin-K. Bazemore-D. Dedmon-T. Prince-D. Bembry,2.0
202391-203145-1627752-1628989-1629016,J. Lin-K. Bazemore-T. Prince-K. Huerter-O. Spellman,2.0
202391-203101-1627761-1627816-1628416,J. Lin-M. Plumlee-D. Bembry-A. Poythress-T. Dorsey,2.0
202391-203101-1626147-1627752-1628381,J. Lin-M. Plumlee-J. Anderson-T. Prince-J. Collins,2.0
202391-203101-1628381-1628416-1628989,J. Lin-M. Plumlee-J. Collins-T. Dorsey-K. Huerter,2.0
202391-1627752-1627761-1628381-1629016,J. Lin-T. Prince-D. Bembry-J. Collins-O. Spellman,2.0
202391-1627752-1627761-1629016-1629027,J. Lin-T. Prince-D. Bembry-O. Spellman-T. Young,2.0
202391-1627752-1627772-1628381-1629016,J. Lin-T. Prince-D. Hamilton-J. Collins-O. Spellman,2.0
202391-1627752-1628381-1629016-1629027,J. Lin-T. Prince-J. Collins-O. Spellman-T. Young,2.0
203145-203458-1627816-1628989-1629121,K. Bazemore-A. Len-A. Poythress-K. Huerter-J. Adams,2.0
203145-203458-1627761-1627816-1628989,K. Bazemore-A. Len-D. Bembry-A. Poythress-K. Huerter,2.0
203145-203458-203473-1627761-1629121,K. Bazemore-A. Len-D. Dedmon-D. Bembry-J. Adams,2.0
203145-203458-203473-1626147-1629027,K. Bazemore-A. Len-D. Dedmon-J. Anderson-T. Young,2.0
203145-203458-203473-1628989-1629121,K. Bazemore-A. Len-D. Dedmon-K. Huerter-J. Adams,2.0
203145-203458-1626296-1627761-1629016,K. Bazemore-A. Len-J. Sibert-D. Bembry-O. Spellman,2.0
203145-203458-1627752-1627761-1629027,K. Bazemore-A. Len-T. Prince-D. Bembry-T. Young,2.0
203145-203458-1627752-1628381-1629121,K. Bazemore-A. Len-T. Prince-J. Collins-J. Adams,2.0
203145-1627761-1627816-1628381-1629027,K. Bazemore-D. Bembry-A. Poythress-J. Collins-T. Young,2.0
203145-203473-1627816-1628989-1629121,K. Bazemore-D. Dedmon-A. Poythress-K. Huerter-J. Adams,2.0
203145-203473-1628416-1629016-1629027,K. Bazemore-D. Dedmon-T. Dorsey-O. Spellman-T. Young,2.0
203145-1626147-1627738-1627761-1629121,K. Bazemore-J. Anderson-D. Davis-D. Bembry-J. Adams,2.0
203145-1626147-1627752-1628381-1628989,K. Bazemore-J. Anderson-T. Prince-J. Collins-K. Huerter,2.0
203145-1626296-1627761-1628381-1629016,K. Bazemore-J. Sibert-D. Bembry-J. Collins-O. Spellman,2.0
203145-1627752-1628381-1628989-1629027,K. Bazemore-T. Prince-J. Collins-K. Huerter-T. Young,2.0
203145-1627752-1628381-1629016-1629121,K. Bazemore-T. Prince-J. Collins-O. Spellman-J. Adams,2.0
203101-1627761-1627816-1628416-1629027,M. Plumlee-D. Bembry-A. Poythress-T. Dorsey-T. Young,2.0
203101-203145-1627761-1629016-1629027,M. Plumlee-K. Bazemore-D. Bembry-O. Spellman-T. Young,2.0
203101-1627752-1627761-1628381-1628989,M. Plumlee-T. Prince-D. Bembry-J. Collins-K. Huerter,2.0
1627752-1627761-1628381-1629027-1629353,T. Prince-D. Bembry-J. Collins-T. Young-I. Humphries,2.0
1627752-1627761-1628989-1629016-1629027,T. Prince-D. Bembry-K. Huerter-O. Spellman-T. Young,2.0
1713-203458-1627761-1627772-1629027,V. Carter-A. Len-D. Bembry-D. Hamilton-T. Young,2.0
1713-203458-1627761-1628381-1629027,V. Carter-A. Len-D. Bembry-J. Collins-T. Young,2.0
1713-203458-1627761-1629027-1629121,V. Carter-A. Len-D. Bembry-T. Young-J. Adams,2.0
1713-203458-1627772-1628989-1629121,V. Carter-A. Len-D. Hamilton-K. Huerter-J. Adams,2.0
1713-203458-1626147-1627761-1629121,V. Carter-A. Len-J. Anderson-D. Bembry-J. Adams,2.0
1713-203458-1628989-1629121-1629168,V. Carter-A. Len-K. Huerter-J. Adams-B. Johnson,2.0
1713-203458-1627752-1628416-1629027,V. Carter-A. Len-T. Prince-T. Dorsey-T. Young,2.0
1713-203458-1627752-1629027-1629168,V. Carter-A. Len-T. Prince-T. Young-B. Johnson,2.0
1713-1627761-1627816-1629027-1629168,V. Carter-D. Bembry-A. Poythress-T. Young-B. Johnson,2.0
1713-1627761-1628381-1629027-1629121,V. Carter-D. Bembry-J. Collins-T. Young-J. Adams,2.0
1713-203473-1627761-1627772-1629027,V. Carter-D. Dedmon-D. Bembry-D. Hamilton-T. Young,2.0
1713-203473-1627761-1628416-1629121,V. Carter-D. Dedmon-D. Bembry-T. Dorsey-J. Adams,2.0
1713-203473-1627752-1628381-1629121,V. Carter-D. Dedmon-T. Prince-J. Collins-J. Adams,2.0
1713-1626147-1627761-1628381-1629027,V. Carter-J. Anderson-D. Bembry-J. Collins-T. Young,2.0
1713-202391-203458-1627761-1628416,V. Carter-J. Lin-A. Len-D. Bembry-T. Dorsey,2.0
1713-202391-203458-1627772-1629027,V. Carter-J. Lin-A. Len-D. Hamilton-T. Young,2.0
1713-202391-203458-1627752-1629027,V. Carter-J. Lin-A. Len-T. Prince-T. Young,2.0
1713-202391-1627816-1628416-1628989,V. Carter-J. Lin-A. Poythress-T. Dorsey-K. Huerter,2.0
1713-202391-1627761-1628381-1629027,V. Carter-J. Lin-D. Bembry-J. Collins-T. Young,2.0
1713-202391-1627761-1629016-1629027,V. Carter-J. Lin-D. Bembry-O. Spellman-T. Young,2.0
1713-202391-203473-1627761-1627772,V. Carter-J. Lin-D. Dedmon-D. Bembry-D. Hamilton,2.0
1713-202391-203473-1627752-1628989,V. Carter-J. Lin-D. Dedmon-T. Prince-K. Huerter,2.0
1713-202391-1626147-1627816-1629027,V. Carter-J. Lin-J. Anderson-A. Poythress-T. Young,2.0
1713-202391-1626147-1627761-1629016,V. Carter-J. Lin-J. Anderson-D. Bembry-O. Spellman,2.0
1713-202391-1628381-1628416-1629027,V. Carter-J. Lin-J. Collins-T. Dorsey-T. Young,2.0
1713-202391-203101-1626147-1627761,V. Carter-J. Lin-M. Plumlee-J. Anderson-D. Bembry,2.0
1713-202391-203101-203145-1629027,V. Carter-J. Lin-M. Plumlee-K. Bazemore-T. Young,2.0
1713-202391-1627752-1627761-1628381,V. Carter-J. Lin-T. Prince-D. Bembry-J. Collins,2.0
1713-202391-1627752-1627761-1629016,V. Carter-J. Lin-T. Prince-D. Bembry-O. Spellman,2.0
1713-203145-203458-1627761-1628416,V. Carter-K. Bazemore-A. Len-D. Bembry-T. Dorsey,2.0
1713-203145-203458-1626147-1628989,V. Carter-K. Bazemore-A. Len-J. Anderson-K. Huerter,2.0
1713-203145-203458-1628989-1629121,V. Carter-K. Bazemore-A. Len-K. Huerter-J. Adams,2.0
1713-203145-203458-1629016-1629027,V. Carter-K. Bazemore-A. Len-O. Spellman-T. Young,2.0
1713-203145-1627761-1629121-1629353,V. Carter-K. Bazemore-D. Bembry-J. Adams-I. Humphries,2.0
1713-203145-1627761-1628381-1628416,V. Carter-K. Bazemore-D. Bembry-J. Collins-T. Dorsey,2.0
1713-203145-1627738-1628989-1629027,V. Carter-K. Bazemore-D. Davis-K. Huerter-T. Young,2.0
1713-203145-203473-1627761-1628416,V. Carter-K. Bazemore-D. Dedmon-D. Bembry-T. Dorsey,2.0
1713-203145-203473-1626147-1629121,V. Carter-K. Bazemore-D. Dedmon-J. Anderson-J. Adams,2.0
1713-203145-1626147-1628989-1629027,V. Carter-K. Bazemore-J. Anderson-K. Huerter-T. Young,2.0
1713-203145-1628381-1628416-1629027,V. Carter-K. Bazemore-J. Collins-T. Dorsey-T. Young,2.0
1713-203145-1628989-1629016-1629027,V. Carter-K. Bazemore-K. Huerter-O. Spellman-T. Young,2.0
1713-203145-1627752-1627761-1627816,V. Carter-K. Bazemore-T. Prince-D. Bembry-A. Poythress,2.0
1713-203145-1627752-1627761-1629016,V. Carter-K. Bazemore-T. Prince-D. Bembry-O. Spellman,2.0
1713-203101-1627761-1628989-1629027,V. Carter-M. Plumlee-D. Bembry-K. Huerter-T. Young,2.0
1713-203101-1627761-1628416-1629027,V. Carter-M. Plumlee-D. Bembry-T. Dorsey-T. Young,2.0
1713-1628416-1628989-1629016-1629027,V. Carter-T. Dorsey-K. Huerter-O. Spellman-T. Young,2.0
1713-1627752-1628381-1629121-1629168,V. Carter-T. Prince-J. Collins-J. Adams-B. Johnson,2.0
203458-1627816-1628416-1628989-1629027,A. Len-A. Poythress-T. Dorsey-K. Huerter-T. Young,1.0
203458-1627761-1627816-1629121-1629168,A. Len-D. Bembry-A. Poythress-J. Adams-B. Johnson,1.0
203458-1627761-1627772-1629016-1629027,A. Len-D. Bembry-D. Hamilton-O. Spellman-T. Young,1.0
203458-1627761-1628381-1628416-1629027,A. Len-D. Bembry-J. Collins-T. Dorsey-T. Young,1.0
203458-1627761-1628416-1629016-1629027,A. Len-D. Bembry-T. Dorsey-O. Spellman-T. Young,1.0
203458-1627772-1628381-1628416-1629027,A. Len-D. Hamilton-J. Collins-T. Dorsey-T. Young,1.0
203458-1626147-1627761-1628416-1629016,A. Len-J. Anderson-D. Bembry-T. Dorsey-O. Spellman,1.0
203458-1626147-1627761-1629027-1629353,A. Len-J. Anderson-D. Bembry-T. Young-I. Humphries,1.0
203458-1626147-1627772-1629016-1629027,A. Len-J. Anderson-D. Hamilton-O. Spellman-T. Young,1.0
203458-1626147-1627772-1628416-1628989,A. Len-J. Anderson-D. Hamilton-T. Dorsey-K. Huerter,1.0
203458-1626147-1627752-1627761-1629027,A. Len-J. Anderson-T. Prince-D. Bembry-T. Young,1.0
203458-1628416-1628989-1629016-1629027,A. Len-T. Dorsey-K. Huerter-O. Spellman-T. Young,1.0
203458-1627752-1627761-1628381-1629121,A. Len-T. Prince-D. Bembry-J. Collins-J. Adams,1.0
203458-1627752-1628381-1628416-1629027,A. Len-T. Prince-J. Collins-T. Dorsey-T. Young,1.0
1627761-1627816-1628989-1629016-1629121,D. Bembry-A. Poythress-K. Huerter-O. Spellman-J. Adams,1.0
1627761-1627816-1628989-1629027-1629121,D. Bembry-A. Poythress-K. Huerter-T. Young-J. Adams,1.0
1627761-1627772-1628381-1629016-1629027,D. Bembry-D. Hamilton-J. Collins-O. Spellman-T. Young,1.0
1627761-1628381-1628416-1628989-1629027,D. Bembry-J. Collins-T. Dorsey-K. Huerter-T. Young,1.0
1627738-1627752-1627761-1629121-1629353,D. Davis-T. Prince-D. Bembry-J. Adams-I. Humphries,1.0
1627738-1627752-1628989-1629121-1629353,D. Davis-T. Prince-K. Huerter-J. Adams-I. Humphries,1.0
203473-1627761-1628381-1628416-1628989,D. Dedmon-D. Bembry-J. Collins-T. Dorsey-K. Huerter,1.0
203473-1627738-1627752-1627761-1629027,D. Dedmon-D. Davis-T. Prince-D. Bembry-T. Young,1.0
203473-1626147-1627761-1628416-1629027,D. Dedmon-J. Anderson-D. Bembry-T. Dorsey-T. Young,1.0
203473-1626147-1627772-1628989-1629027,D. Dedmon-J. Anderson-D. Hamilton-K. Huerter-T. Young,1.0
203473-1626147-1628989-1629016-1629121,D. Dedmon-J. Anderson-K. Huerter-O. Spellman-J. Adams,1.0
203473-1626147-1627752-1628989-1629027,D. Dedmon-J. Anderson-T. Prince-K. Huerter-T. Young,1.0
203473-1627752-1627816-1628989-1629027,D. Dedmon-T. Prince-A. Poythress-K. Huerter-T. Young,1.0
203473-1627752-1627761-1628381-1628989,D. Dedmon-T. Prince-D. Bembry-J. Collins-K. Huerter,1.0
203473-1627752-1627772-1628381-1629027,D. Dedmon-T. Prince-D. Hamilton-J. Collins-T. Young,1.0
203473-1627752-1628381-1628416-1629027,D. Dedmon-T. Prince-J. Collins-T. Dorsey-T. Young,1.0
1626147-1627761-1627816-1629027-1629168,J. Anderson-D. Bembry-A. Poythress-T. Young-B. Johnson,1.0
1626147-1627738-1627761-1629121-1629168,J. Anderson-D. Davis-D. Bembry-J. Adams-B. Johnson,1.0
